Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Harbourfront,43.640668395000006,-79.38336685312503,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
Harbourfront,43.640668395000006,-79.38336685312503,Radisson Admiral Hotel Toronto-Harbourfront,43.6386727,-79.3857168,Hotel
Harbourfront,43.640668395000006,-79.38336685312503,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
Harbourfront,43.640668395000006,-79.38336685312503,Canadian Waters,43.64210325443365,-79.3862534013201,Aquarium
Harbourfront,43.640668395000006,-79.38336685312503,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
Harbourfront,43.640668395000006,-79.38336685312503,Glass Floor,43.642643117348996,-79.38694780301735,Scenic Lookout
Harbourfront,43.640668395000006,-79.38336685312503,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
Harbourfront,43.640668395000006,-79.38336685312503,Starbucks,43.643416968242754,-79.38089063422369,Coffee Shop
Harbourfront,43.640668395000006,-79.38336685312503,InterContinental Toronto Centre,43.6441772,-79.3854425,Hotel
Harbourfront,43.640668395000006,-79.38336685312503,Subway,43.63946501862797,-79.38353346795704,Sandwich Place
Harbourfront,43.640668395000006,-79.38336685312503,Booster Juice,43.64322536,-79.3812383,Smoothie Shop
Harbourfront,43.640668395000006,-79.38336685312503,Rainbow Reef,43.64226,-79.385994,Aquarium
Harbourfront,43.640668395000006,-79.38336685312503,Scaddabush Italian Kitchen & Bar,43.6447367776608,-79.38535477982775,Italian Restaurant
Harbourfront,43.640668395000006,-79.38336685312503,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
Harbourfront,43.640668395000006,-79.38336685312503,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
Harbourfront,43.640668395000006,-79.38336685312503,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
Harbourfront,43.640668395000006,-79.38336685312503,McCafé,43.644490691919735,-79.38110912246584,Café
Harbourfront,43.640668395000006,-79.38336685312503,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
Harbourfront,43.640668395000006,-79.38336685312503,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
Harbourfront,43.640668395000006,-79.38336685312503,Starbucks,43.64510181136508,-79.38360972232998,Coffee Shop
Harbourfront,43.640668395000006,-79.38336685312503,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
Harbourfront,43.640668395000006,-79.38336685312503,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
Harbourfront,43.640668395000006,-79.38336685312503,Toronto Blue Jays Box Office,43.64241616569043,-79.38586232130253,Baseball Stadium
Harbourfront,43.640668395000006,-79.38336685312503,Sushi Shop,43.643485,-79.38096,Restaurant
Harbourfront,43.640668395000006,-79.38336685312503,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
Harbourfront,43.640668395000006,-79.38336685312503,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
Harbourfront,43.640668395000006,-79.38336685312503,Jays Shop Stadium Edition,43.64172087102789,-79.38712659895614,Sporting Goods Shop
Harbourfront,43.640668395000006,-79.38336685312503,Kellys Landing,43.64500578241027,-79.3826604817129,Restaurant
Harbourfront,43.640668395000006,-79.38336685312503,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
Harbourfront,43.640668395000006,-79.38336685312503,Chipotle Mexican Grill,43.64489,-79.38305,Mexican Restaurant
Harbourfront,43.640668395000006,-79.38336685312503,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
Harbourfront,43.640668395000006,-79.38336685312503,The OverDraught Irish Pub,43.645027703136634,-79.38486912080954,Irish Pub
Harbourfront,43.640668395000006,-79.38336685312503,Union Food Court,43.644596060712175,-79.3811995633232,Food Court
Harbourfront,43.640668395000006,-79.38336685312503,Lucky Clover Sports Pub,43.641136939105614,-79.38335124348639,Sports Bar
Harbourfront,43.640668395000006,-79.38336685312503,Pizza Pizza,43.63969347230513,-79.38179969787598,Pizza Place
Harbourfront,43.640668395000006,-79.38336685312503,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
Harbourfront,43.640668395000006,-79.38336685312503,Aria Ristorante,43.64329880302282,-79.38103414760897,Italian Restaurant
Harbourfront,43.640668395000006,-79.38336685312503,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
Harbourfront,43.640668395000006,-79.38336685312503,Maple Leaf Cinema,43.64222083877541,-79.38764371750614,Indie Movie Theater
Harbourfront,43.640668395000006,-79.38336685312503,Rabba Fine Foods,43.63906132458212,-79.38530912453628,Convenience Store
Harbourfront,43.640668395000006,-79.38336685312503,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
Harbourfront,43.640668395000006,-79.38336685312503,Dollarama,43.641765,-79.379589,Discount Store
Harbourfront,43.640668395000006,-79.38336685312503,Pizzaiolo,43.63911334934392,-79.38726583483393,Pizza Place
Harbourfront,43.640668395000006,-79.38336685312503,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
Harbourfront,43.640668395000006,-79.38336685312503,Winners,43.64206291678669,-79.37900143460836,Clothing Store
Harwood,43.67774860185714,-79.47358196414287,Martins Churrasqueira & Grill House,43.68096387210818,-79.47316376802233,BBQ Joint
Harwood,43.67774860185714,-79.47358196414287,Seara Bakery and Pastry,43.680842302990285,-79.47289230880898,Café
Harwood,43.67774860185714,-79.47358196414287,Winners,43.6745937232362,-79.47211701326788,Clothing Store
Harwood,43.67774860185714,-79.47358196414287,PetSmart,43.6750621,-79.4716962,Pet Store
Harwood,43.67774860185714,-79.47358196414287,The Beer Store,43.6797036,-79.4705359,Beer Store
Harwood,43.67774860185714,-79.47358196414287,Value Village,43.681947715651766,-79.47315425563784,Thrift / Vintage Store
Harwood,43.67774860185714,-79.47358196414287,Booster Juice,43.67417568,-79.46990936,Smoothie Shop
Harwood,43.67774860185714,-79.47358196414287,Subway,43.681057354516014,-79.47268185814316,Sandwich Place
Harwood,43.67774860185714,-79.47358196414287,Tim Hortons,43.68047568667204,-79.4759613275528,Coffee Shop
Harwood,43.67774860185714,-79.47358196414287,The Real Canadian Wholesale,43.68089056942568,-79.47191001637994,Department Store
Harwood,43.67774860185714,-79.47358196414287,Vila Verde,43.6771249583103,-79.47162170096652,BBQ Joint
Harwood,43.67774860185714,-79.47358196414287,Aphrodite Cooks,43.67685435703357,-79.47159423559187,Gourmet Shop
Harwood,43.67774860185714,-79.47358196414287,Cayuga park,43.679432227843336,-79.47476917842644,Park
Harwood,43.67774860185714,-79.47358196414287,Dollarama,43.680337,-79.472289,Discount Store
Harwood,43.67774860185714,-79.47358196414287,HomeSense,43.67474963926018,-79.4716674200749,Furniture / Home Store
Harwood,43.67774860185714,-79.47358196414287,Panda Express,43.67395931671252,-79.47061703174435,Chinese Restaurant
Highfield,43.708561165846156,-79.58267017346155,National Concrete Accessories,43.707741,-79.583296,Construction & Landscaping
Highfield,43.708561165846156,-79.58267017346155,Advanced Computers,43.705254,-79.57866,Electronics Store
Hillcrest Village,43.7588872595,-79.38646565816667,St. Andrews Park,43.757308812135385,-79.38661557017805,Park
Hillcrest Village,43.7588872595,-79.38646565816667,Hwy 401 at Bayview,43.76321420048986,-79.38710510730743,Intersection
Hillcrest Village,43.7588872595,-79.38646565816667,Harrison Arts and Crafts Room,43.763255,-79.386851,Arts & Crafts Store
Humber Bay,43.630936000000005,-79.48892000000002,Starbucks,43.62789352316939,-79.48927467230807,Coffee Shop
Humber Bay,43.630936000000005,-79.48892000000002,Tim Hortons,43.628255432085226,-79.48958963155741,Coffee Shop
Humber Bay,43.630936000000005,-79.48892000000002,U-Know Sushi,43.63032631048586,-79.48538631142218,Sushi Restaurant
Humber Bay,43.630936000000005,-79.48892000000002,Roccos Plum Tomato,43.63033467625173,-79.4850120427231,Italian Restaurant
Humber Bay,43.630936000000005,-79.48892000000002,Popeyes Louisiana Kitchen,43.62717563313557,-79.48798960060577,Fried Chicken Joint
Humber Bay,43.630936000000005,-79.48892000000002,Tim Hortons,43.6299017742974,-79.4876316189765,Coffee Shop
Humber Bay,43.630936000000005,-79.48892000000002,Ontario Food Terminal,43.62872783212032,-79.48581470586774,Farmers Market
Humber Bay,43.630936000000005,-79.48892000000002,KFC,43.630603,-79.484482,Fast Food Restaurant
Humber Bay,43.630936000000005,-79.48892000000002,Shoppers Drug Mart,43.63040753865002,-79.48281779823964,Pharmacy
Humber Bay,43.630936000000005,-79.48892000000002,Wok Terminal,43.6306308581885,-79.484513039617,Chinese Restaurant
Humber Heights,43.697148999999996,-79.522086,Weston Lions Arena,43.69870670108964,-79.51854809647945,Skating Rink
Humber Heights,43.697148999999996,-79.522086,Shoppers Drug Mart,43.70112380040548,-79.51948658188856,Pharmacy
Humber Heights,43.697148999999996,-79.522086,Parma Pizza,43.69551785568132,-79.52042015364003,Pizza Place
Humber Heights,43.697148999999996,-79.522086,Weston Skatepark,43.698597,-79.519617,Skate Park
Humber Heights,43.697148999999996,-79.522086,Starfish Caribbean Market Ltd,43.69894587598971,-79.51859191692546,Grocery Store
Humber Heights,43.697148999999996,-79.522086,West Lions Park,43.698465872229214,-79.51687894119398,Soccer Field
Humber Heights,43.697148999999996,-79.522086,Sun Crisp Fish & Chips,43.70154210167544,-79.52075505189268,Fish & Chips Shop
Humber River—Black Creek,43.737742149882344,-79.5097512264118,TD Canada Trust,43.740369455302194,-79.51237499713898,Bank
Humber River—Black Creek,43.737742149882344,-79.5097512264118,Pizza Pizza,43.74108518369447,-79.51349681782587,Pizza Place
Humber River—Black Creek,43.737742149882344,-79.5097512264118,Price Chopper,43.73990841084056,-79.51226143309357,Grocery Store
Humber River—Black Creek,43.737742149882344,-79.5097512264118,jane sheppard mall,43.740104399774324,-79.51255243633483,Shopping Mall
Humber River—Black Creek,43.737742149882344,-79.5097512264118,Country Style,43.73986,-79.51333,Coffee Shop
Humber River—Black Creek,43.737742149882344,-79.5097512264118,C?u Long Mi?n Tây,43.739642,-79.513631,Vietnamese Restaurant
Humber Summit,43.75735112500001,-79.56466564166668,Pizza Monza,43.7550425265422,-79.56719521010014,Pizza Place
Humber Valley,43.674715,-79.523315,McDonald's,43.671091716525275,-79.52665125587696,Fast Food Restaurant
Humber Valley,43.674715,-79.523315,Pasta International,43.6727027413364,-79.51922329410428,Indian Restaurant
Humber Valley,43.674715,-79.523315,TTC Bus 73 Royal York,43.6772463547691,-79.51962956928409,Bus Line
Humber Valley,43.674715,-79.523315,Allanhurst Park,43.67896841669573,-79.52500430987637,Playground
Humberlea,43.72274326875,-79.53109215108334,Strathburn Park,43.721765047523654,-79.53285448549357,Baseball Field
Humberside,43.66017500000001,-79.48891000000003,Queen Margherita,43.65822425389276,-79.48803424201802,Pizza Place
Humberside,43.66017500000001,-79.48891000000003,Mad Mexican,43.658522787607566,-79.48823335648142,Taco Place
Humberside,43.66017500000001,-79.48891000000003,Patisserie 27,43.65835465149958,-79.48813736310686,Bakery
Humberside,43.66017500000001,-79.48891000000003,Coffee Culture,43.6583591813047,-79.48797103929881,Café
Humberside,43.66017500000001,-79.48891000000003,Woody's Burgers Bar and Grill,43.657862,-79.487644,Burger Joint
Humberside,43.66017500000001,-79.48891000000003,Tim Hortons,43.65811047637139,-79.48817633158475,Coffee Shop
Humberside,43.66017500000001,-79.48891000000003,Studio Z Yoga & Fitness,43.658884,-79.488193,Athletics & Sports
Humewood,43.68764,-79.42364,231 Vaughan Rd,43.688518,-79.424995,Farmers Market
Humewood,43.68764,-79.42364,Cedarvale Ravine,43.690188230007266,-79.42610580222994,Trail
Humewood,43.68764,-79.42364,Section 220 - The Red Brigade,43.68639832350953,-79.42857338070692,Soccer Stadium
Humewood,43.68764,-79.42364,Humewood Park,43.68381549369613,-79.42579162536636,Playground
Ionview,43.73403974,-79.27537582000001,Vienna Fine Foods,43.733638786308916,-79.27929783335928,Deli / Bodega
Ionview,43.73403974,-79.27537582000001,Mandarin Buffet,43.73048153155327,-79.27906381364065,Chinese Restaurant
Ionview,43.73403974,-79.27537582000001,241 Pizza,43.731789007773415,-79.27127540453439,Pizza Place
Ionview,43.73403974,-79.27537582000001,Birchmount Rd  & Eglinton Ave E,43.73014752117315,-79.2776058954535,Intersection
Islington,43.64392500000001,-79.54836500000002,McNies Fish and Chips,43.645340930309125,-79.54841516132466,Fish & Chips Shop
Islington,43.64392500000001,-79.54836500000002,Wedgewood Park,43.6453346838194,-79.54841084471819,Park
Islington,43.64392500000001,-79.54836500000002,etobicoke tool & equipament rentals,43.644397676845514,-79.549924910729,Department Store
Islington,43.64392500000001,-79.54836500000002,Beans and Cafe,43.645932,-79.54725,Café
Islington,43.64392500000001,-79.54836500000002,Ardene,43.6448296824221,-79.54404667856546,Accessories Store
Islington,43.64392500000001,-79.54836500000002,Victorian Garden Tea Room,43.648142634644344,-79.54912360544377,Tea Room
Islington Village,43.645719005444434,-79.52853581066668,Gourmet Bakery (Islington Station),43.64491852702881,-79.52471129398302,Bakery
Islington Village,43.645719005444434,-79.52853581066668,Anatolia Restaurant,43.64459569284515,-79.53280970144667,Turkish Restaurant
Islington Village,43.645719005444434,-79.52853581066668,Toji Sushi,43.64504527395211,-79.53220458627301,Sushi Restaurant
Islington Village,43.645719005444434,-79.52853581066668,Michael Power Park,43.645293,-79.531202,Playground
Islington Village,43.645719005444434,-79.52853581066668,St. James's Gate Irish Pub,43.64380478395312,-79.53348383211976,Pub
Islington Village,43.645719005444434,-79.52853581066668,The Beer Store,43.6441229,-79.5256144,Beer Store
Islington Village,43.645719005444434,-79.52853581066668,Dollarama,43.6472265,-79.5296953,Discount Store
Islington Village,43.645719005444434,-79.52853581066668,I Love Sushi,43.64839291560182,-79.52921473544211,Sushi Restaurant
Islington Village,43.645719005444434,-79.52853581066668,Chodang Soon Tofu,43.64406178847928,-79.53314353014251,Korean Restaurant
Islington Village,43.645719005444434,-79.52853581066668,A&W,43.645096,-79.522514,Fast Food Restaurant
Islington Village,43.645719005444434,-79.52853581066668,Subway,43.648639864716166,-79.52892948205933,Sandwich Place
Islington Village,43.645719005444434,-79.52853581066668,Second Cup,43.64533056349981,-79.52275256405419,Coffee Shop
Islington Village,43.645719005444434,-79.52853581066668,John's Fish 'N' Chips,43.64492289011927,-79.53226917659492,Fish & Chips Shop
Islington Village,43.645719005444434,-79.52853581066668,Tim Hortons,43.6452392,-79.5232188,Coffee Shop
Islington Village,43.645719005444434,-79.52853581066668,Thai Express,43.645427,-79.522446,Restaurant
Islington Village,43.645719005444434,-79.52853581066668,Insadong,43.648327,-79.52883,Korean Restaurant
Islington Village,43.645719005444434,-79.52853581066668,Tessie McDaids Irish Pub,43.645282,-79.532184,Irish Pub
Islington Village,43.645719005444434,-79.52853581066668,Stop 9013 Mississauga Transit,43.64317958386919,-79.53065425157547,Bus Stop
Islington Village,43.645719005444434,-79.52853581066668,Food Truck'n Friday,43.64333264670352,-79.5310319874756,Food Truck
Islington Village,43.645719005444434,-79.52853581066668,TTC Stop #14697,43.64503024575706,-79.52449924047887,Bus Stop
Islington Village,43.645719005444434,-79.52853581066668,Orwell's,43.64488496919141,-79.52312559497283,Pub
Islington Village,43.645719005444434,-79.52853581066668,Pizza Pizza,43.64495916856127,-79.52246841231887,Pizza Place
Islington Village,43.645719005444434,-79.52853581066668,Chinese Food Gallery,43.64390484565478,-79.53316738058493,Chinese Restaurant
Islington Village,43.645719005444434,-79.52853581066668,241 Pizza,43.64929995161032,-79.52637127715465,Pizza Place
Jane & Finch,43.76084230572729,-79.51555257645455,No Frills,43.75926044271617,-79.51892671819911,Grocery Store
Jane & Finch,43.76084230572729,-79.51555257645455,McDonald's,43.75757805581557,-79.51426963799042,Fast Food Restaurant
Jane & Finch,43.76084230572729,-79.51555257645455,Popeyes Louisiana Kitchen,43.75660425382002,-79.51604685393343,Fried Chicken Joint
Jane & Finch,43.76084230572729,-79.51555257645455,Dollarama,43.75931883562195,-79.51843269938222,Discount Store
Jane & Finch,43.76084230572729,-79.51555257645455,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
Jane & Finch,43.76084230572729,-79.51555257645455,Pita Land,43.757520253440326,-79.51462786652858,Falafel Restaurant
Jane & Finch,43.76084230572729,-79.51555257645455,Living Well,43.756460538385106,-79.51598949881128,Caribbean Restaurant
Jane & Finch,43.76084230572729,-79.51555257645455,Planet Fitness,43.757538,-79.51961,Gym / Fitness Center
Keelesdale,43.693843181375,-79.473300018,Union Lighting & Furnishing,43.69595166864708,-79.46798967304191,Furniture / Home Store
Keelesdale,43.693843181375,-79.473300018,Subway,43.69000119168634,-79.4757628440857,Sandwich Place
Keelesdale,43.693843181375,-79.473300018,Timothy's World Coffee,43.69007166039847,-79.47459889881466,Coffee Shop
Keelesdale,43.693843181375,-79.473300018,Dollar Blitz,43.692387798726664,-79.46828734438854,Convenience Store
Kennedy,43.769163754,-79.27414657480001,Starbucks (Midland & Ellesmere),43.7682517010752,-79.27184313914921,Coffee Shop
Kennedy,43.769163754,-79.27414657480001,Ni-Ji,43.767625179408995,-79.27139940060562,Japanese Restaurant
Kennedy,43.769163754,-79.27414657480001,Tim Hortons,43.76601518629963,-79.2710841447115,Coffee Shop
Kennedy,43.769163754,-79.27414657480001,Kinton Ramen,43.77082430743193,-79.27857522214721,Noodle House
Kennedy,43.769163754,-79.27414657480001,Pizza Pizza,43.768360514757305,-79.26838415446345,Pizza Place
Kennedy,43.769163754,-79.27414657480001,Tim Hortons,43.77110737569203,-79.27843943238258,Coffee Shop
Kennedy,43.769163754,-79.27414657480001,Midland RT Station,43.77046627566385,-79.27199006080627,Light Rail Station
Kennedy,43.769163754,-79.27414657480001,Ellesmere RT Station,43.766811293185015,-79.27630975842476,Light Rail Station
Kennedy,43.769163754,-79.27414657480001,Canuck Sports Stuff,43.77228392670743,-79.27254738587534,Sporting Goods Shop
Kennedy,43.769163754,-79.27414657480001,Teriyaki Experience,43.77065996219742,-79.27867412567139,Japanese Restaurant
Kennedy,43.769163754,-79.27414657480001,Coffee Time,43.773307723529335,-79.27289954044328,Coffee Shop
Kennedy Park,43.72648975620001,-79.2545577727,Fu Yao Supermarket,43.725053676622224,-79.25301949095291,Grocery Store
Kennedy Park,43.72648975620001,-79.2545577727,McDonald's,43.724557787344274,-79.25317334522373,Fast Food Restaurant
Kennedy Park,43.72648975620001,-79.2545577727,Lam Kee B. B. Q. Restaurant,43.724812738000224,-79.25211067659093,Asian Restaurant
Kennedy Park,43.72648975620001,-79.2545577727,Corvette Park,43.725826277863725,-79.25985191449753,Playground
Kensington Market,43.65599617777778,-79.40636166666667,Isshin Ramen ??,43.65651655724417,-79.40694540739058,Ramen Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Voodoo Child,43.65695821626081,-79.40546029795985,Café
Kensington Market,43.65599617777778,-79.40636166666667,Manic Coffee,43.656684355245964,-79.40703202630826,Café
Kensington Market,43.65599617777778,-79.40636166666667,Sneaky Dee's,43.65634906243686,-79.40764590401695,Bar
Kensington Market,43.65599617777778,-79.40636166666667,Snakes & Lattes,43.65609293764607,-79.40913788978382,Café
Kensington Market,43.65599617777778,-79.40636166666667,Sheherzade,43.656658800835054,-79.40696895427777,Persian Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,The Planet Traveler,43.657202,-79.403568,Hostel
Kensington Market,43.65599617777778,-79.40636166666667,The Cloak and Dagger,43.65693093368426,-79.40566290389248,Pub
Kensington Market,43.65599617777778,-79.40636166666667,The Hideout,43.65655707458983,-79.4071272909934,Bar
Kensington Market,43.65599617777778,-79.40636166666667,Bar Raval,43.65590380020168,-79.41012528837247,Tapas Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,La Carnita,43.65591551086448,-79.40985687766016,Taco Place
Kensington Market,43.65599617777778,-79.40636166666667,Sheba Ethiopian,43.656685815602685,-79.40682692461255,Ethiopian Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,LoPan,43.65588525732186,-79.40990485291789,Bar
Kensington Market,43.65599617777778,-79.40636166666667,Otto's Berlin Döner,43.65638733696026,-79.40278822246442,Doner Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,She Said Boom!,43.657137075879916,-79.40472596142499,Record Shop
Kensington Market,43.65599617777778,-79.40636166666667,Woodlot Restaurant & Bakery,43.655765,-79.409929,New American Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Café Pamenar,43.65667776586101,-79.402821713777,Café
Kensington Market,43.65599617777778,-79.40636166666667,Aunties & Uncles,43.657002319344706,-79.40664730258456,Breakfast Spot
Kensington Market,43.65599617777778,-79.40636166666667,El Trompo,43.6558316709016,-79.40256072891863,Mexican Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Hibiscus,43.655454254557085,-79.4024390910271,Vegetarian / Vegan Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,FILM CAFE,43.65510856565147,-79.40234241534543,Comfort Food Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Trinity Common,43.65658951604609,-79.4027605130573,Bar
Kensington Market,43.65599617777778,-79.40636166666667,Ozzy's Burger,43.65519064459841,-79.40261014020656,Burger Joint
Kensington Market,43.65599617777778,-79.40636166666667,The Pomegranate,43.65667341683038,-79.40690036676448,Middle Eastern Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Kensington Brewing Company,43.65654075339515,-79.40268640008452,Brewery
Kensington Market,43.65599617777778,-79.40636166666667,Wanda's Pie in the Sky,43.656162824734984,-79.40263037274666,Bakery
Kensington Market,43.65599617777778,-79.40636166666667,The Burgernator,43.65564188206897,-79.40244009529668,Burger Joint
Kensington Market,43.65599617777778,-79.40636166666667,DaiLo,43.65593123308572,-79.40992383039809,Asian Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Livelihood Cafe,43.655820905845346,-79.40262894753235,Café
Kensington Market,43.65599617777778,-79.40636166666667,Big Fat Burrito,43.65607191076809,-79.40258445136877,Burrito Place
Kensington Market,43.65599617777778,-79.40636166666667,Poetry Jazz Cafe,43.654974536398164,-79.40237067545584,Jazz Club
Kensington Market,43.65599617777778,-79.40636166666667,Urban Herbivore,43.65619336278354,-79.40267323355785,Vegetarian / Vegan Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Nu Bügel,43.65554660380164,-79.40252785873975,Bagel Shop
Kensington Market,43.65599617777778,-79.40636166666667,Ronnie's Local 069,43.65510395092381,-79.40267546214012,Bar
Kensington Market,43.65599617777778,-79.40636166666667,Bunner's Bake Shop,43.655655031503564,-79.40246748520138,Bakery
Kensington Market,43.65599617777778,-79.40636166666667,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
Kensington Market,43.65599617777778,-79.40636166666667,I Deal Coffee,43.65505778213131,-79.40325401691655,Coffee Shop
Kensington Market,43.65599617777778,-79.40636166666667,Blue Banana Market,43.65566895683622,-79.40255063337135,Furniture / Home Store
Kensington Market,43.65599617777778,-79.40636166666667,Grasshopper,43.65757329774803,-79.40215928821414,Vegetarian / Vegan Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Pancho's Bakery,43.654750233381165,-79.40210500607643,Bakery
Kensington Market,43.65599617777778,-79.40636166666667,Perola Supermarket,43.65489448176307,-79.40214642462199,Grocery Store
Kensington Market,43.65599617777778,-79.40636166666667,Dolce Gelato Kensington,43.655278818606426,-79.40232570967991,Ice Cream Shop
Kensington Market,43.65599617777778,-79.40636166666667,Wafels and More,43.65465108367296,-79.40197747917576,Belgian Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
Kensington Market,43.65599617777778,-79.40636166666667,Creatron Inc.,43.657265,-79.40336,Electronics Store
Kensington Market,43.65599617777778,-79.40636166666667,Carmen's City Market,43.65764732156707,-79.40162631000557,Supermarket
Kensington Market,43.65599617777778,-79.40636166666667,Little Island Comics,43.6574262460595,-79.40249562263489,Comic Shop
Kensington Market,43.65599617777778,-79.40636166666667,Hooked,43.6545853262614,-79.40174629702895,Fish Market
Kensington Market,43.65599617777778,-79.40636166666667,Structube,43.65587167052269,-79.41056212496207,Furniture / Home Store
Kensington Market,43.65599617777778,-79.40636166666667,Carlos' House of Spice,43.654188111731344,-79.40190419262933,Gourmet Shop
Kensington Market,43.65599617777778,-79.40636166666667,Seven Lives - Tacos y Mariscos,43.65441817160925,-79.40054467846261,Mexican Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Free Times Cafe,43.657662,-79.402368,Music Venue
Kensington Market,43.65599617777778,-79.40636166666667,#Hashtag Gallery,43.65183024518982,-79.40810273899646,Art Gallery
Kensington Market,43.65599617777778,-79.40636166666667,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Cold Tea,43.65419313416817,-79.40107491108753,Bar
Kensington Market,43.65599617777778,-79.40636166666667,Blackbird Baking Co,43.65476385976386,-79.40056588367806,Bakery
Kensington Market,43.65599617777778,-79.40636166666667,Cosmic Treats,43.65400979300167,-79.40180481840171,Vegetarian / Vegan Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,King's Cafe,43.65427040798248,-79.40189703859198,Vegetarian / Vegan Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Montauk,43.65208369287188,-79.4068975523757,Bar
Kensington Market,43.65599617777778,-79.40636166666667,Market 707,43.652127706758996,-79.40484420479436,Food Court
Kensington Market,43.65599617777778,-79.40636166666667,Fresca Pizza & Pasta,43.65767178765488,-79.40192098444325,Pizza Place
Kensington Market,43.65599617777778,-79.40636166666667,Kanto,43.6521668804813,-79.40484262234281,Filipino Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Grey Gardens,43.653479,-79.401427,Wine Bar
Kensington Market,43.65599617777778,-79.40636166666667,Pancho y Emiliano,43.65447207921505,-79.401968986357,Mexican Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Fancy Franks,43.6574804927611,-79.40273257272881,Hot Dog Joint
Kensington Market,43.65599617777778,-79.40636166666667,Kalendar Restaurant & Bistro,43.655672380709845,-79.41156052685736,French Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Toronto Western Hospital,43.65343431584569,-79.40607359183444,Hospital
Kensington Market,43.65599617777778,-79.40636166666667,Torteria San Cosme,43.65470199390117,-79.40064636669985,Mexican Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Patois Toronto,43.651900269201214,-79.40816897297664,Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Pizzeria Via Mercanti,43.65407077215065,-79.40192005863022,Italian Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Global Cheese,43.65462257332082,-79.4006057130889,Cheese Shop
Kensington Market,43.65599617777778,-79.40636166666667,Thirsty and Miserable,43.65456533618983,-79.4015827891908,Beer Bar
Kensington Market,43.65599617777778,-79.40636166666667,Top Gun Steak,43.65503882315101,-79.40216670893439,Sandwich Place
Kensington Market,43.65599617777778,-79.40636166666667,4 Life Natural Foods,43.6552749938635,-79.40237389544615,Farmers Market
Kensington Market,43.65599617777778,-79.40636166666667,Jumbo Empanadas,43.65483086424975,-79.40209828955608,Café
Kensington Market,43.65599617777778,-79.40636166666667,The Beguiling Market,43.657519808769194,-79.40212180674555,Comic Shop
Kensington Market,43.65599617777778,-79.40636166666667,Hanabusa Cafe,43.654643265757464,-79.40062636492314,Café
Kensington Market,43.65599617777778,-79.40636166666667,Pow Wow Cafe,43.65410919456478,-79.40177892237044,Taco Place
Kensington Market,43.65599617777778,-79.40636166666667,Gushi,43.65225817681606,-79.40488372625506,Japanese Restaurant
Kensington Market,43.65599617777778,-79.40636166666667,Village Pizza,43.652065,-79.406425,Pizza Place
